station,year,month,day,daily_rainfall_total_mm,highest_30_min_rainfall_mm,highest_60_min_rainfall_mm,highest_120_min_rainfall_mm,mean_temperature_c,maximum_temperature_c,minimum_temperature_c,mean_wind_speed_kmh,max_wind_speed_kmh
Pasir Panjang,2018,10,19,2.0,1.0,1.2,1.6,28.1,30.7,24.9,13.3,57.2
Pasir Panjang,2018,10,20,0.0,0.0,0.0,0.0,29.1,30.5,27.7,12.2,30.6
Pasir Panjang,2018,10,21,0.0,0.0,0.0,0.0,29.4,32.3,27.8,8.3,25.6
Pasir Panjang,2018,10,22,0.0,0.0,0.0,0.0,29.2,32.7,26.3,9.7,30.2
Pasir Panjang,2018,10,23,4.0,2.2,2.6,2.8,27.8,30.9,24.7,9.7,51.5
Pasir Panjang,2018,10,24,0.0,0.0,0.0,0.0,28.1,30.1,26.5,13.3,42.1
Pasir Panjang,2018,10,25,0.0,0.0,0.0,0.0,28.0,29.8,26.6,9.0,29.9
Pasir Panjang,2018,10,26,0.0,0.0,0.0,0.0,28.8,31.6,26.9,9.0,27.0
Pasir Panjang,2018,10,27,0.0,0.0,0.0,0.0,28.4,32.4,26.9,8.3,43.2
Pasir Panjang,2018,10,28,10.0,9.8,10.0,10.0,28.0,30.1,26.9,8.3,27.0
Pasir Panjang,2018,10,29,9.6,6.0,8.6,9.6,27.9,31.7,25.8,9.4,37.4
Pasir Panjang,2018,10,30,14.8,10.0,13.4,14.0,27.8,32.4,25.6,9.4,42.1
Pasir Panjang,2018,10,31,0.2,0.2,0.2,0.2,27.9,31.0,25.9,10.1,29.2
Pasir Panjang,2018,11,1,3.4,1.0,2.0,3.0,27.0,29.1,25.2,9.0,30.2
Pasir Panjang,2018,11,2,7.4,7.0,7.4,7.4,27.5,30.8,24.8,8.3,34.2
Pasir Panjang,2018,11,3,13.6,12.8,12.8,12.8,27.5,28.8,25.3,9.4,27.7
Pasir Panjang,2018,11,4,5.8,3.4,3.6,5.2,27.6,32.0,26.2,9.0,28.1
Pasir Panjang,2018,11,5,0.2,0.2,0.2,0.2,27.6,30.1,26.3,10.8,30.6
Pasir Panjang,2018,11,6,0.4,0.2,0.2,0.4,27.6,31.4,25.6,14.4,45.4
Pasir Panjang,2018,11,7,0.0,0.0,0.0,0.0,28.3,30.9,25.9,11.9,32.4
Pasir Panjang,2018,11,8,24.0,9.6,10.2,13.0,28.3,32.1,24.8,12.6,41.0
Pasir Panjang,2018,11,9,13.0,6.2,11.2,12.6,27.3,28.5,24.9,7.6,44.6
Pasir Panjang,2018,11,10,35.8,32.4,33.4,33.6,27.6,30.5,24.4,9.7,50.0
Pasir Panjang,2018,11,11,33.2,23.0,28.4,31.6,26.8,30.8,24.0,9.0,38.2
Pasir Panjang,2018,11,12,2.2,2.0,2.2,2.2,27.6,30.5,25.6,10.1,30.2
Pasir Panjang,2018,11,13,0.6,0.2,0.4,0.4,27.6,30.0,25.5,10.4,33.8
Pasir Panjang,2018,11,14,24.2,11.6,16.4,19.8,28.0,30.3,25.2,7.9,40.3
Pasir Panjang,2018,11,15,12.2,6.6,8.8,10.6,26.6,29.5,24.0,9.4,64.1
Pasir Panjang,2018,11,16,0.0,0.0,0.0,0.0,28.3,31.5,25.8,7.6,21.6
Pasir Panjang,2018,11,17,7.0,6.0,6.6,6.8,28.1,30.4,23.4,7.9,54.4
Pasir Panjang,2018,11,18,4.2,1.4,1.6,2.4,27.4,29.4,24.7,7.2,30.6
Pasir Panjang,2018,11,19,1.2,0.4,0.8,1.0,27.5,30.3,25.4,10.1,31.3
Pasir Panjang,2018,11,20,11.4,10.4,11.2,11.2,28.3,30.2,25.1,12.6,34.6
Pasir Panjang,2018,11,21,20.8,9.2,10.8,14.6,27.0,29.8,23.2,18.0,74.9
Pasir Panjang,2018,11,22,57.4,34.6,51.4,56.6,27.3,29.9,22.8,9.7,34.6
Pasir Panjang,2018,11,23,33.4,23.4,26.4,33.4,27.8,32.6,24.6,8.3,27.0
Pasir Panjang,2018,11,24,0.0,0.0,0.0,0.0,28.5,31.5,25.2,11.5,36.7
Pasir Panjang,2018,11,25,4.0,4.0,4.0,4.0,28.4,30.3,25.5,10.4,35.3
Pasir Panjang,2018,11,26,16.6,11.8,13.0,16.0,28.2,30.9,22.9,10.4,85.0
Pasir Panjang,2018,11,27,1.0,0.8,0.8,1.0,27.3,28.8,24.1,11.9,55.4
Pasir Panjang,2018,11,28,29.6,24.4,29.4,29.4,28.0,32.3,24.3,8.6,47.9
Pasir Panjang,2018,11,29,0.4,0.4,0.4,0.4,28.3,31.7,26.8,10.4,36.7
Pasir Panjang,2018,11,30,1.6,0.6,0.6,0.8,27.9,30.4,26.4,13.7,48.2
Pasir Panjang,2018,12,1,9.0,3.2,3.4,4.6,27.4,31.0,25.4,14.0,53.3
Pasir Panjang,2018,12,2,3.8,3.2,3.2,3.2,27.1,32.4,25.5,14.4,41.8
Pasir Panjang,2018,12,3,4.2,2.4,2.4,2.8,27.1,30.6,25.6,10.8,32.8
Pasir Panjang,2018,12,4,1.0,0.6,0.6,0.6,28.3,31.8,26.0,8.6,24.1
Pasir Panjang,2018,12,5,19.6,14.2,17.0,17.4,27.5,31.4,24.9,10.8,40.7
Pasir Panjang,2018,12,6,23.8,20.8,22.8,23.4,27.1,29.9,24.0,11.5,47.5
Pasir Panjang,2018,12,7,2.2,2.2,2.2,2.2,27.7,30.8,25.4,10.1,40.3
Pasir Panjang,2018,12,8,11.2,9.0,9.0,9.0,27.4,31.0,24.6,10.4,43.9
Pasir Panjang,2018,12,9,37.0,31.0,35.4,36.8,27.9,31.9,24.8,8.6,42.5
Pasir Panjang,2018,12,10,13.4,9.2,13.4,13.4,27.7,31.3,25.0,10.1,31.7
Pasir Panjang,2018,12,11,20.2,6.4,11.8,17.0,26.7,29.5,24.1,13.3,60.1
Pasir Panjang,2018,12,12,11.4,7.2,8.8,10.8,27.0,31.0,24.9,11.2,38.9
Pasir Panjang,2018,12,13,0.2,0.2,0.2,0.2,26.8,29.0,25.9,13.0,40.7
Pasir Panjang,2018,12,14,1.2,1.2,1.2,1.2,27.4,29.6,25.5,13.0,34.6
Pasir Panjang,2018,12,15,45.0,30.4,38.4,40.8,27.0,30.9,23.6,12.6,55.4
Pasir Panjang,2018,12,16,15.4,11.2,12.8,14.4,26.9,31.0,24.8,11.2,32.4
Pasir Panjang,2018,12,17,0.2,0.2,0.2,0.2,27.5,30.5,25.2,9.4,35.3
Pasir Panjang,2018,12,18,0.0,0.0,0.0,0.0,28.7,31.8,26.6,9.4,24.1
Pasir Panjang,2018,12,19,0.0,0.0,0.0,0.0,28.8,31.7,26.9,9.0,27.7
Pasir Panjang,2018,12,20,0.0,0.0,0.0,0.0,28.4,32.4,26.2,11.9,31.7
Pasir Panjang,2018,12,21,0.0,0.0,0.0,0.0,28.6,33.0,26.7,13.7,45.7
Pasir Panjang,2018,12,22,0.0,0.0,0.0,0.0,28.6,32.9,26.7,13.3,45.7
Pasir Panjang,2018,12,23,0.4,0.2,0.2,0.2,28.3,32.2,26.6,9.7,32.4
Pasir Panjang,2018,12,24,0.0,0.0,0.0,0.0,28.9,32.0,26.7,11.2,36.0
Pasir Panjang,2018,12,25,0.0,0.0,0.0,0.0,29.1,31.2,26.8,15.1,46.8
Pasir Panjang,2018,12,26,4.2,3.2,3.8,4.2,28.4,31.2,23.5,21.6,77.4
Pasir Panjang,2018,12,27,0.0,0.0,0.0,0.0,28.1,29.9,26.3,16.6,48.6
Pasir Panjang,2018,12,28,0.0,0.0,0.0,0.0,29.3,31.5,27.5,17.6,53.6
Pasir Panjang,2018,12,29,0.0,0.0,0.0,0.0,28.4,30.2,25.9,14.0,37.4
Pasir Panjang,2018,12,30,5.2,5.2,5.2,5.2,28.9,32.6,26.4,16.6,48.2
Pasir Panjang,2018,12,31,23.2,19.8,21.0,23.0,27.8,31.9,24.2,15.8,52.6
Pasir Panjang,2019,1,1,26.6,19.0,25.2,26.4,28.2,33.1,23.2,15.1,59.8
Pasir Panjang,2019,1,2,0.0,0.0,0.0,0.0,28.7,31.1,26.5,18.7,48.6
Pasir Panjang,2019,1,3,0.0,0.0,0.0,0.0,28.9,31.0,26.7,26.3,68.4
Pasir Panjang,2019,1,4,0.0,0.0,0.0,0.0,29.2,31.2,27.1,22.0,54.7
Pasir Panjang,2019,1,5,0.0,0.0,0.0,0.0,29.0,32.3,27.4,10.8,29.9
Pasir Panjang,2019,1,6,0.0,0.0,0.0,0.0,29.0,32.7,27.0,15.1,41.4
Pasir Panjang,2019,1,7,0.0,0.0,0.0,0.0,29.1,32.7,26.8,15.1,42.5
Pasir Panjang,2019,1,8,8.4,6.8,6.8,6.8,28.0,31.5,26.3,13.0,50.0
Pasir Panjang,2019,1,9,0.2,0.2,0.2,0.2,28.6,31.9,26.5,13.7,38.5
Pasir Panjang,2019,1,10,0.0,0.0,0.0,0.0,28.9,32.7,26.6,15.5,47.2
Pasir Panjang,2019,1,11,0.0,0.0,0.0,0.0,28.6,32.5,26.1,15.5,41.4
Pasir Panjang,2019,1,12,0.0,0.0,0.0,0.0,28.5,33.3,26.2,13.7,34.9
Pasir Panjang,2019,1,13,19.4,17.4,19.2,19.4,27.9,32.4,24.5,14.0,54.7
Pasir Panjang,2019,1,14,0.0,0.0,0.0,0.0,28.3,31.4,26.3,14.0,38.2
Pasir Panjang,2019,1,15,0.0,0.0,0.0,0.0,28.7,32.1,26.2,15.1,38.9
Pasir Panjang,2019,1,16,0.0,0.0,0.0,0.0,28.6,31.8,26.1,16.9,40.0
Pasir Panjang,2019,1,17,2.6,1.2,1.4,1.8,26.9,30.8,25.4,17.3,49.0
Pasir Panjang,2019,1,18,15.0,2.6,4.2,7.0,26.3,28.7,24.1,15.8,40.3
Pasir Panjang,2019,1,19,0.0,0.0,0.0,0.0,27.8,31.2,25.3,15.5,41.4
Pasir Panjang,2019,1,20,0.4,0.2,0.4,0.4,28.4,32.7,25.9,15.1,43.2
Pasir Panjang,2019,1,21,0.0,0.0,0.0,0.0,28.4,31.7,26.1,18.0,43.2
Pasir Panjang,2019,1,22,0.0,0.0,0.0,0.0,28.0,30.6,25.9,19.8,46.8
Pasir Panjang,2019,1,23,0.6,0.4,0.6,0.6,28.2,31.7,26.5,18.7,59.4
Pasir Panjang,2019,1,25,0.4,0.4,0.4,0.4,27.4,29.9,25.8,16.6,43.2
Pasir Panjang,2019,1,26,0.0,0.0,0.0,0.0,27.5,30.6,25.6,18.4,46.4
Pasir Panjang,2019,1,27,0.0,0.0,0.0,0.0,28.0,30.9,26.2,18.0,46.8
Pasir Panjang,2019,1,28,1.2,1.2,1.2,1.2,27.1,29.2,25.8,17.3,52.6
Pasir Panjang,2019,1,29,0.0,0.0,0.0,0.0,28.1,31.6,26.1,17.3,47.2
Pasir Panjang,2019,1,30,0.0,0.0,0.0,0.0,28.3,31.7,26.3,16.2,42.8
Pasir Panjang,2019,1,31,0.0,0.0,0.0,0.0,28.1,31.9,26.3,13.7,34.6
Pasir Panjang,2019,2,1,0.0,0.0,0.0,0.0,28.5,32.5,26.0,16.6,46.4
Pasir Panjang,2019,2,2,0.0,0.0,0.0,0.0,28.6,32.7,26.3,13.3,36.7
Pasir Panjang,2019,2,3,0.0,0.0,0.0,0.0,28.7,32.5,26.3,14.0,38.5
Pasir Panjang,2019,2,4,19.2,12.4,15.0,17.2,27.6,32.6,24.9,13.7,54.7
Pasir Panjang,2019,2,5,0.0,0.0,0.0,0.0,27.8,31.5,25.8,13.7,34.2
Pasir Panjang,2019,2,6,0.0,0.0,0.0,0.0,28.2,32.9,25.2,14.0,34.9
Pasir Panjang,2019,2,7,0.0,0.0,0.0,0.0,28.0,32.2,25.6,13.7,33.1
Pasir Panjang,2019,2,8,1.6,1.4,1.6,1.6,28.4,33.1,25.9,13.3,33.5
Pasir Panjang,2019,2,9,0.0,0.0,0.0,0.0,28.9,32.2,26.5,11.9,35.6
Pasir Panjang,2019,2,10,1.4,1.4,1.4,1.4,28.6,33.0,26.7,15.1,40.0
Pasir Panjang,2019,2,11,0.0,0.0,0.0,0.0,28.1,31.7,25.7,17.3,45.7
Pasir Panjang,2019,2,12,0.0,0.0,0.0,0.0,28.8,33.2,26.0,16.2,37.8
Pasir Panjang,2019,2,13,0.0,0.0,0.0,0.0,28.8,32.5,26.8,16.9,48.2
Pasir Panjang,2019,2,14,0.0,0.0,0.0,0.0,28.9,32.6,27.2,17.3,46.8
Pasir Panjang,2019,2,15,0.0,0.0,0.0,0.0,28.3,31.7,26.3,15.5,38.9
Pasir Panjang,2019,2,16,0.0,0.0,0.0,0.0,28.3,33.2,25.9,15.1,38.9
Pasir Panjang,2019,2,17,1.4,1.4,1.4,1.4,27.9,31.9,25.5,11.2,34.6
Pasir Panjang,2019,2,18,10.4,9.8,10.2,10.4,27.4,30.7,22.9,9.4,52.6
Pasir Panjang,2019,2,19,7.8,7.4,7.4,7.4,27.9,31.0,26.7,9.4,40.0
Pasir Panjang,2019,2,20,0.0,0.0,0.0,0.0,28.4,31.9,26.4,10.8,30.6
Pasir Panjang,2019,2,21,0.0,0.0,0.0,0.0,28.8,32.9,26.0,14.8,40.3
Pasir Panjang,2019,2,22,0.0,0.0,0.0,0.0,28.6,33.4,26.4,13.0,37.1
Pasir Panjang,2019,2,23,0.0,0.0,0.0,0.0,28.4,32.0,26.0,12.2,33.8
Pasir Panjang,2019,2,24,0.0,0.0,0.0,0.0,28.2,32.6,26.0,12.6,31.3
Pasir Panjang,2019,2,25,0.0,0.0,0.0,0.0,29.0,33.2,26.2,12.6,34.9
Pasir Panjang,2019,2,26,0.0,0.0,0.0,0.0,28.8,31.9,26.9,15.1,42.1
Pasir Panjang,2019,2,27,0.2,0.2,0.2,0.2,28.5,32.8,26.8,15.8,45.4
Pasir Panjang,2019,2,28,0.0,0.0,0.0,0.0,28.6,32.3,26.7,13.3,41.8
Pasir Panjang,2019,3,1,0.0,0.0,0.0,0.0,28.7,32.3,26.5,15.8,44.3
Pasir Panjang,2019,3,2,0.0,0.0,0.0,0.0,28.6,34.0,26.3,13.7,39.2
Pasir Panjang,2019,3,3,0.0,0.0,0.0,0.0,28.4,32.2,25.6,12.6,32.0
Pasir Panjang,2019,3,4,0.0,0.0,0.0,0.0,28.0,32.3,25.7,11.5,29.2
Pasir Panjang,2019,3,5,0.0,0.0,0.0,0.0,28.6,32.2,26.0,10.8,29.9
Pasir Panjang,2019,3,6,0.0,0.0,0.0,0.0,29.1,32.2,27.3,13.3,37.1
Pasir Panjang,2019,3,7,0.0,0.0,0.0,0.0,29.3,32.4,27.7,10.1,29.2
Pasir Panjang,2019,3,8,0.0,0.0,0.0,0.0,29.3,32.5,27.3,11.2,29.9
Pasir Panjang,2019,3,9,0.2,0.2,0.2,0.2,29.5,33.9,27.4,10.1,31.0
Pasir Panjang,2019,3,10,0.0,0.0,0.0,0.0,29.2,33.5,27.3,9.4,27.4
Pasir Panjang,2019,3,11,21.4,14.2,19.8,20.8,27.5,32.1,23.8,11.2,58.3
Pasir Panjang,2019,3,12,0.2,0.2,0.2,0.2,28.6,32.8,25.6,13.7,44.3
Pasir Panjang,2019,3,13,0.8,0.6,0.8,0.8,29.1,33.2,27.1,13.3,44.3
Pasir Panjang,2019,3,14,0.0,0.0,0.0,0.0,29.2,33.6,26.4,14.4,36.4
Pasir Panjang,2019,3,15,0.0,0.0,0.0,0.0,29.0,32.4,26.3,13.3,33.5
Pasir Panjang,2019,3,16,6.8,6.0,6.8,6.8,28.3,32.7,25.9,16.2,56.2
Pasir Panjang,2019,3,17,0.0,0.0,0.0,0.0,28.9,33.0,26.4,14.0,36.0
Pasir Panjang,2019,3,18,0.0,0.0,0.0,0.0,29.2,34.2,26.0,14.0,36.0
Pasir Panjang,2019,3,19,0.0,0.0,0.0,0.0,29.2,33.6,26.5,11.9,35.6
Pasir Panjang,2019,3,20,0.0,0.0,0.0,0.0,29.3,32.2,27.0,13.0,37.4
Pasir Panjang,2019,3,21,43.8,33.0,37.0,42.4,28.0,34.1,24.2,14.4,59.0
Pasir Panjang,2019,3,22,0.0,0.0,0.0,0.0,28.9,32.6,26.4,13.0,31.7
Pasir Panjang,2019,3,23,0.0,0.0,0.0,0.0,29.4,32.0,27.4,9.7,24.8
Pasir Panjang,2019,3,24,0.0,0.0,0.0,0.0,29.1,32.6,27.4,11.2,45.7
Pasir Panjang,2019,3,25,1.0,1.0,1.0,1.0,29.0,33.0,26.9,11.5,39.2
Pasir Panjang,2019,3,26,0.0,0.0,0.0,0.0,30.0,33.8,27.6,12.6,36.4
Pasir Panjang,2019,3,27,0.0,0.0,0.0,0.0,30.2,34.6,27.5,14.8,36.0
Pasir Panjang,2019,3,28,0.4,0.4,0.4,0.4,28.5,32.6,25.8,11.2,36.7
Pasir Panjang,2019,3,29,0.0,0.0,0.0,0.0,29.6,32.9,27.0,8.6,24.5
Pasir Panjang,2019,3,30,5.4,4.6,4.6,4.8,27.7,29.4,24.3,9.4,68.0
Pasir Panjang,2019,3,31,0.0,0.0,0.0,0.0,29.0,30.5,27.4,9.0,28.1
Pasir Panjang,2019,4,1,14.2,5.0,6.8,7.4,27.7,30.3,24.5,14.8,68.0
Pasir Panjang,2019,4,2,0.0,0.0,0.0,0.0,28.6,30.8,27.4,11.5,28.1
Pasir Panjang,2019,4,3,28.8,17.4,23.2,25.8,27.5,30.6,22.3,12.2,75.6
Pasir Panjang,2019,4,4,3.8,2.4,2.6,2.6,28.9,33.5,26.7,12.6,35.6
Pasir Panjang,2019,4,5,6.0,5.8,6.0,6.0,28.6,32.8,26.2,12.2,43.9
Pasir Panjang,2019,4,6,0.0,0.0,0.0,0.0,28.8,32.1,26.3,11.9,28.4
Pasir Panjang,2019,4,7,0.0,0.0,0.0,0.0,29.0,32.0,26.5,10.8,25.9
Pasir Panjang,2019,4,8,0.0,0.0,0.0,0.0,29.6,34.3,27.1,13.3,34.2
Pasir Panjang,2019,4,9,10.8,9.0,10.6,10.8,29.0,33.3,27.7,11.9,32.0
Pasir Panjang,2019,4,10,3.2,2.2,2.4,2.4,28.7,31.8,27.5,10.8,47.2
Pasir Panjang,2019,4,11,7.6,7.4,7.6,7.6,28.2,30.1,26.3,8.3,32.8
Pasir Panjang,2019,4,12,0.0,0.0,0.0,0.0,29.0,32.2,27.0,10.4,51.8
Pasir Panjang,2019,4,13,0.0,0.0,0.0,0.0,29.5,32.8,26.6,8.3,43.6
Pasir Panjang,2019,4,14,0.0,0.0,0.0,0.0,29.3,31.8,27.9,9.0,31.0
Pasir Panjang,2019,4,15,0.0,0.0,0.0,0.0,29.9,33.9,27.4,9.7,28.4
Pasir Panjang,2019,4,16,0.4,0.4,0.4,0.4,30.6,33.3,28.3,8.6,22.3
Pasir Panjang,2019,4,17,0.0,0.0,0.0,0.0,30.1,33.2,27.1,9.7,33.1
Pasir Panjang,2019,4,18,0.0,0.0,0.0,0.0,30.3,34.1,28.3,8.6,24.8
Pasir Panjang,2019,4,19,0.2,0.2,0.2,0.2,29.6,33.2,27.3,9.7,41.0
Pasir Panjang,2019,4,20,3.4,3.2,3.2,3.4,28.8,30.0,25.2,9.4,54.7
Pasir Panjang,2019,4,21,0.0,0.0,0.0,0.0,29.8,32.1,27.9,7.9,26.6
Pasir Panjang,2019,4,22,0.4,0.2,0.4,0.4,29.1,30.9,28.0,8.6,28.8
Pasir Panjang,2019,4,23,64.8,22.2,25.2,46.6,27.9,32.1,24.9,11.9,45.7
Pasir Panjang,2019,4,24,5.4,4.8,5.2,5.2,28.4,30.2,27.0,10.1,27.0
Pasir Panjang,2019,4,25,0.0,0.0,0.0,0.0,29.1,31.0,28.2,9.7,40.3
Pasir Panjang,2019,4,26,22.0,7.8,8.8,12.6,26.6,28.7,24.9,15.5,64.1
Pasir Panjang,2019,4,27,10.2,5.8,6.4,6.4,28.0,29.7,24.9,11.2,49.3
Pasir Panjang,2019,4,28,0.2,0.2,0.2,0.2,29.3,32.0,26.4,9.7,50.8
Pasir Panjang,2019,4,29,0.0,0.0,0.0,0.0,29.7,33.1,27.3,10.1,31.3
Pasir Panjang,2019,4,30,0.0,0.0,0.0,0.0,29.0,31.7,27.0,11.2,27.4
Pasir Panjang,2019,5,1,0.0,0.0,0.0,0.0,29.8,31.5,28.2,13.7,30.2
Pasir Panjang,2019,5,2,0.0,0.0,0.0,0.0,30.3,33.2,28.6,9.0,31.7
Pasir Panjang,2019,5,3,6.2,6.0,6.2,6.2,30.1,32.5,26.4,9.4,51.1
Pasir Panjang,2019,5,4,8.8,8.4,8.6,8.8,29.3,30.7,26.6,8.3,35.3
Pasir Panjang,2019,5,5,0.0,0.0,0.0,0.0,28.8,30.3,26.9,18.7,68.8
Pasir Panjang,2019,5,6,0.0,0.0,0.0,0.0,30.1,31.7,29.1,25.2,54.7
Pasir Panjang,2019,5,7,0.0,0.0,0.0,0.0,30.4,32.3,28.9,12.2,37.1
Pasir Panjang,2019,5,8,54.0,18.2,24.4,27.0,27.4,30.6,22.4,11.9,89.3
Pasir Panjang,2019,5,9,0.0,0.0,0.0,0.0,30.0,32.3,27.7,15.5,41.8
Pasir Panjang,2019,5,10,21.0,12.4,16.6,17.0,29.4,31.8,22.8,14.0,90.0
Pasir Panjang,2019,5,11,0.4,0.4,0.4,0.4,29.5,31.0,27.0,10.1,53.6
Pasir Panjang,2019,5,12,8.2,7.8,8.2,8.2,29.9,32.5,25.7,8.6,53.6
Pasir Panjang,2019,5,13,4.0,2.0,3.0,3.2,29.3,31.2,26.2,9.7,35.6
Pasir Panjang,2019,5,14,0.0,0.0,0.0,0.0,29.5,32.7,27.7,9.4,32.8
Pasir Panjang,2019,5,15,6.4,6.4,6.4,6.4,29.6,31.8,27.7,9.0,32.0
Pasir Panjang,2019,5,16,41.0,19.6,19.8,19.8,28.4,30.4,24.7,12.2,59.4
Pasir Panjang,2019,5,17,23.6,18.8,21.6,22.0,27.8,29.5,24.3,13.7,49.0
Pasir Panjang,2019,5,18,0.0,0.0,0.0,0.0,29.3,30.7,27.8,10.8,33.8
Pasir Panjang,2019,5,19,40.8,21.8,33.0,40.6,28.0,29.7,22.8,8.6,63.0
Pasir Panjang,2019,5,20,13.6,11.2,12.8,13.6,28.6,30.7,25.6,9.0,24.8
Pasir Panjang,2019,5,21,0.0,0.0,0.0,0.0,28.8,31.2,27.3,9.7,34.9
Pasir Panjang,2019,5,22,1.8,1.0,1.2,1.6,28.4,31.2,25.9,7.6,36.7
Pasir Panjang,2019,5,23,0.0,0.0,0.0,0.0,29.5,31.3,26.5,8.6,28.1
Pasir Panjang,2019,5,24,0.0,0.0,0.0,0.0,30.3,33.1,29.0,7.9,34.2
Pasir Panjang,2019,5,25,7.8,7.8,7.8,7.8,29.5,31.7,25.4,8.3,40.0
